	sentence	tag
5679	I like it very much.	1
5680	Italy is a very beautiful country.	1
5681	Is it bad?	1
5682	"Pass me the salt, please. ""Here you are."""	1
5683	It is very hot today.	1
5684	Look at me when I talk to you!	1
5685	I'm tired.	1
5686	I have a headache.	1
5687	I don't feel well.	1
5688	Call the police!	1
5689	Don't ask what they think. Ask what they do.	1
5690	I give you my word.	1
5691	Take a book and read it.	1
5692	He's already a man.	1
5693	Give him an inch and he'll take a yard.	1
5694	You're my type.	1
5695	Life is beautiful.	1
5696	I love lasagna.	1
5697	I make lunch every day.	1
5698	Close the door when you leave.	1
5699	This is such a sad story.	1
5700	I'm almost done.	1
5701	I have class tomorrow.	1
5702	Winter is my favorite season.	1
5703	Tell them to call me before they leave.	1
5704	It's a dead end.	1
5705	Don't forget about us!	1
5706	I need your advice.	1
5707	Take good care of yourself.	1
5708	It's a good deal.	1
5709	Do you like rap?	1
5710	I love trips.	1
5711	That's the snag.	1
5712	I don't know him.	1
5713	It's not important.	1
5714	Look carefully. I'm going to show you how it's done.	1
5715	Teach me how you do it.	1
5716	No news is good news.	1
5717	Wait in the waiting room.	1
5718	It's well done.	1
5719	He's a good person.	1
5720	Do as you want.	1
5721	Enjoy your meal!	1
5722	Make yourself at home.	1
5723	We wonder why.	1
5724	Don't forget the ticket.	1
5725	Tell me what happened.	1
5726	Tell me about it!	1
5727	Maria has long hair.	1
5728	I work even on Sunday.	1
5729	She is mad at me.	1
5730	You overestimate him.	1
5731	Do you know who he is?	1
5732	You work too hard.	1
5733	You are working too hard. Take it easy for a while.	1
5734	Do you live here?	1
5735	I'm proud of you.	1
5736	You look bored.	1
5737	You seem to be an honest man.	1
5738	You work hard.	1
5739	You look pale today.	1
5740	You made a wise choice.	1
5741	You look pale.	1
5742	You are strong-minded.	1
5743	You are very brave.	1
5744	Do you have one?	1
5745	You are quite a man.	1
5746	You are naughty.	1
5747	I understand your position perfectly.	1
5748	I admire your courage.	1
5749	Write your name in capitals.	1
5750	Your daughter is not a child anymore.	1
5751	What's your real purpose?	1
5752	Your book is on the desk.	1
5753	It's your move.	1
5754	Tell me about your daily life.	1
5755	Compare your answers with the teacher's.	1
5756	Compare your answer with Tom's.	1
5757	Your answer is wrong.	1
5758	Come and see me when it is convenient for you.	1
5759	Bring your brother with you.	1
5760	Mind your own business!	1
5761	Go back to your seat.	1
5762	I expect your help.	1
5763	Write your address here.	1
5764	Look up the definition of 'guy' in your dictionary.	1
5765	Look up the words in your dictionary.	1
5766	Is your watch correct?	1
5767	Just follow your heart.	1
5768	Compare your composition with the example.	1
5769	Explain to him the difficult situation you are in.	1
5770	Express your idea clearly.	1
5771	Choose your favorite racket.	1
5772	Do as you like.	1
5773	Make your choice.	1
5774	I know what you mean.	1
5775	Tell me the object of your plan.	1
5776	Tell me about your plan.	1
5777	Leave your desk as it is.	1
5778	Make a sketch of your house.	1
5779	Your English is perfect.	1
5780	Do the first example in your workbook.	1
5781	Your cake is delicious.	1
5782	I believe you.	1
5783	I feel for you.	1
5784	You are hopeless.	1
5785	I am disgusted with you.	1
5786	Do your work in your own way.	1
5787	Divide the cake among you three.	1
5788	Compare your translation with the one on the blackboard.	1
5789	Compare your sentence with the one on the blackboard.	1
5790	Don't you move from here.	1
5791	I want you.	1
5792	I need you.	1
5793	Show me what you bought.	1
5794	Do what you think is right.	1
5795	Show me the doll that you bought yesterday.	1
5796	Choose the color you like the best.	1
5797	I know you are rich.	1
5798	Be sure to put out the fire before you leave.	1
5799	Try to estimate how much you spent on books.	1
5800	I don't blame you.	1
5801	Take off your socks, please.	1
5802	Put on your shoes. Let's go out for dinner.	1
5803	Put on your shoes.	1
5804	Take off your shoes.	1
5805	Give my shoes a good shine.	1
5806	Tie your shoelaces.	1
5807	Don't leave it up to chance.	1
5808	Fill in the blanks.	1
5809	Fill in the blanks with suitable words.	1
5810	Air is invisible.	1
5811	The sky is blue.	1
5812	The sky is full of stars.	1
5813	Find an empty bottle and fill it with water.	1
5814	Stop grumbling.	1
5815	Make sure that the complaints are dealt with as quickly as possible.	1
5816	Open your book to page nine.	1
5817	Is the bank open?	1
5818	He works for a bank.	1
5819	Give me your money.	1
5820	Lock the safe.	1
5821	Get out your wallet.	1
5822	Lend me some money, if you have any.	1
5823	Don't ask for money.	1
5824	I have a little money.	1
5825	Gold is heavier than silver.	1
5826	Keep the money in a safe place.	1
5827	There is a lot of money.	1
5828	Don't kill the goose that lays the golden eggs.	1
5829	Beef is expensive nowadays.	1
5830	Report to the emergency room.	1
5831	Don't smoke while you are on duty.	1
5832	Don't go to extremes.	1
5833	Don't scare me like that!	1
5834	I have heartburn.	1
5835	Keep your classroom clean.	1
5836	Take off your hat when you enter a classroom.	1
5837	Get out of the classroom.	1
5838	Patience is essential for a teacher.	1
5839	Go straight ahead until you reach the church.	1
5840	Listen to me with your textbooks closed.	1
5841	Education starts at home.	1
5842	Don't be afraid.	1
5843	Are you from Kyoto?	1
5844	Fish live in the sea.	1
5845	Add a little milk.	1
5846	Do you have some milk?	1
5847	I raise cattle.	1
5848	Try to keep from crying.	1
5849	Try to hold on until a rescue team arrives.	1
5850	Call an ambulance.	1
5851	Don't brake suddenly.	1
5852	Hurry, and you will catch the train.	1
5853	Hurry up, and you'll catch the bus.	1
5854	Hurry up, and you'll be in time for school.	1
5855	Hurry up. You'll be late for school.	1
5856	Hurry up, or you will miss the train.	1
5857	Hurry up, or you will miss the last train.	1
5858	Hurry up, or you will be late for the last train.	1
5859	Hurry up, or you'll be late for school.	1
5860	Hurry up, or you will be late.	1
5861	Hurry up, or you won't catch up with him.	1
5862	Hurry up! The concert is starting.	1
5863	Hurry up, or you'll miss the bus.	1
5864	Hurry up, or you will be late for school.	1
5865	Hurry up, or we'll miss the train.	1
5866	Hurry up, or you'll miss your plane.	1
5867	Hurry up, and you will be able to catch the train.	1
5868	Hurry up, and you'll catch the train.	1
5869	Hurry up, and you will be in time for school.	1
5870	Hurry up, and you will be in time for the bus.	1
5871	Hurry up, and you can catch the bus.	1
5872	Hurry up, or you'll miss the train.	1
5873	Hurry up, or you'll be late.	1
5874	Hurry up, or you will miss the bus.	1
5875	Be quick, or you will miss the train.	1
5876	Hurry, or you'll miss the train.	1
5877	Hurry up, otherwise you'll be late for lunch.	1
5878	Haste makes waste.	1
5879	Hurry up, Tom.	1
5880	Hurry up. The train leaves in ten minutes. We don't want to miss it.	1
5881	Hurry up, or we'll be late.	1
5882	Take a rest.	1
5883	Enjoy your vacation.	1
5884	Make the most of your vacation.	1
5885	Tell me what you did on your holidays.	1
5886	Stand at ease!	1
5887	Don't forget the fact that smoking is bad for your health.	1
5888	Chrysanthemums smell sweet.	1
5889	Try to fulfill your duty.	1
5890	Beware of imitations.	1
5891	Go to the hospital.	1
5892	You are beautiful.	1
5893	You are actresses.	1
5894	You are my best friend.	1
5895	You like Kawaguchi.	1
5896	You like elephants.	1
5897	You are a doctor.	1
5898	Let us know when you'll arrive.	1
5899	Put your affairs in order.	1
5900	Put your valuables in the safe.	1
5901	Just keep your fingers crossed.	1
5902	Are you feeling OK?	1
5903	Do you feel sick?	1
5904	I feel refreshed.	1
5905	Try and calm down.	1
5906	Don't change your mind.	1
5907	Speak your mind.	1
5908	It's a lovely day.	1
5909	Take it easy!	1
5910	Take it easy. I can assure you that chances are in your favor.	1
5911	Take it easy. I can assure you that everything will turn out fine.	1
5912	Take it easy.	1
5913	Look out! There's a car coming.	1
5914	Take care.	1
5915	Let your hair down a little.	1
5916	Watch out! There's a big hole there.	1
5917	Don't worry about it!	1
5918	It's all right.	1
5919	Forget it.	1
5920	I appreciate your concern.	1
5921	Turn off the television. I can't concentrate.	1
5922	Be sure to call home before you leave the office.	1
5923	Don't fool around on your way home.	1
5924	Don't play around too much after school.	1
5925	Wait here till I come back.	1
5926	Get back, get back!	1
5927	He is cranky.	1
5928	Press this button to start the machine.	1
5929	Don't throw away your chance.	1
5930	Submit your term papers to Professor White.	1
5931	Let bygones be bygones.	1
5932	The flag is up.	1
5933	Look at the book on the desk.	1
5934	Look at that picture on the desk.	1
5935	The desk drawer is open.	1
5936	Don't give up hope.	1
5937	Don't let your feelings show.	1
5938	Don't run risks.	1
5939	Don't take chances.	1
5940	Look out! There's a truck coming!	1
5941	Look out!	1
5942	Make a wish and blow out the candles.	1
5943	He looks pale.	1
5944	Wash your face.	1
5945	Wipe your face clean.	1
5946	Turn your face this way.	1
5947	Wash up.	1
5948	Your face is red.	1
5949	My face twitches.	1
5950	Look out for rock slides.	1
5951	Give me any books you have on the subject.	1
5952	Don't eat between meals.	1
5953	Correct my spelling if it's wrong.	1
5954	Cross out all the wrong answers.	1
5955	Don't laugh at him for making a mistake.	1
5956	Correct the errors if there are any.	1
5957	Don't be afraid of making mistakes.	1
5958	Don't worry about making mistakes.	1
5959	Don't make a mistake.	1
5960	Make sure that you arrive at seven o'clock.	1
5961	It's a common mistake.	1
5962	The can is empty.	1
5963	He's a pushover.	1
5964	Familiarity breeds contempt.	1
5965	Try to be generous and forgive.	1
5966	Give me a break.	1
5967	Give me the bill, please.	1
5968	Business is business.	1
5969	Charge this bill to me.	1
5970	I feel cold.	1
5971	Bring me a dry towel.	1
5972	Air the futon.	1
5973	Stick the bag down under the seat.	1
5974	Don't step on the broken glass.	1
5975	Don't cut in line.	1
5976	Don't buy things on credit.	1
5977	Hang your coat on the hook.	1
5978	Have fun.	1
5979	Have a nice time.	1
5980	Have a good time.	1
5981	Enjoy yourself!	1
5982	Have fun, but don't get lost.	1
5983	Enjoy your trip.	1
5984	Have a nice weekend.	1
5985	Have a nice flight.	1
5986	Have a nice vacation.	1
5987	It's our pleasure.	1
5988	Read as many books as you can while you are a student.	1
5989	Don't forget to mail this letter on your way to school.	1
5990	Wash your face before you go to school.	1
5991	Go to school.	1
5992	School begins at 8:10 a.m.	1
5993	Don't be late for school.	1
5994	No one is too old to learn.	1
5995	Give us a ride downtown.	1
5996	As a rule, twins have a lot in common.	1
5997	Cover your mouth when you cough, sneeze, or yawn.	1
5998	Save it on the external hard drive.	1
5999	Don't make fun of foreigners.	1
6000	See to it that the door is locked before you leave.	1
6001	Don't forget to polish your shoes before you go out!	1
6002	Comb your hair before you go out.	1
6003	See to it that all the doors are locked before you go out.	1
6004	Make sure to turn off all the lights before going out.	1
6005	Don't be deceived by appearances.	1
6006	Don't judge a man by his appearance.	1
6007	Don't judge a person by his appearance.	1
6008	Shine your shoes before going out.	1
6009	I feel like going out.	1
6010	It seems warm outside.	1
6011	Come inside because it's cold outside.	1
6012	Get out.	1
6013	Go up the stairs.	1
6014	Keep your eyes closed until I tell you to open them.	1
6015	Open up.	1
6016	Look at the picture.	1
6017	Never confuse art with life.	1
6018	Make yourselves comfortable.	1
6019	I hope you are all well.	1
6020	Look at the blackboard, everyone.	1
6021	Everybody looks up to him.	1
6022	I need an ashtray.	1
6023	Cover up the injured man with this blanket.	1
6024	Stop beating around the bush and give it to me straight!	1
6025	Don't say it in a roundabout way.	1
6026	Don't beat around the bush.	1
6027	Send this parcel to him in care of his company.	1
6028	Call me at the office.	1
6029	Try to get ahead in your company.	1
6030	Pay the cashier on the way out.	1
6031	Ask him if he will attend the meeting.	1
6032	Bite the bullet.	1
6033	We expect him to succeed.	1
6034	We value punctuality.	1
6035	We often eat fish raw.	1
6036	Stay here with us.	1
6037	Let us do the work.	1
6038	Don't dwell on your past mistakes!	1
6039	Don't dwell on your past failures.	1
6040	Don't worry about the past.	1
6041	Make room for the baggage.	1
6042	Attach this label to your package.	1
6043	Hold the vase in both hands.	1
6044	Put some water into the vase.	1
6045	Flowers attract bees.	1
6046	Don't touch the flowers.	1
6047	Give me a light, would you?	1
6048	Put out the fire.	1
6049	Don't forget to put out the fire.	1
6050	Never forget to put out the fire.	1
6051	Keep away from the fire.	1
6052	Stay away from the fire.	1
6053	The fire is out.	1
6054	Let us sing a song.	1
6055	Come and see me whenever you are free.	1
6056	We're practically family.	1
6057	How is your family?	1
6058	Don't forget to turn off the gas before you leave the house.	1
6059	Let us go home.	1
6060	Let me know when you'll return home.	1
6061	Staying home isn't fun.	1
6062	Stop being lazy and find something to do.	1
6063	The house is on fire.	1
6064	The summer vacation is over.	1
6065	Do you like summer?	1
6066	Mr. Kato teaches us English.	1
6067	Do you know what the time is?	1
6068	Try to have a positive attitude about everything.	1
6069	Do your best in everything.	1
6070	Try your best in everything.	1
6071	Come on!	1
6072	Let me know what you're up to.	1
6073	Tell me what to do.	1
6074	Reflect on your own motives when making a decision.	1
6075	There is no hurry.	1
6076	Never hesitate to tell the truth.	1
6077	Just tell me what you'd like me to do.	1
6078	Get up as early as you possibly can.	1
6079	Ask me anything!	1
6080	Help yourself to anything you like.	1
6081	Stop making a fuss over nothing.	1
6082	Help yourself to anything you'd like to eat.	1
6083	Eat whatever you like.	1
6084	I'm sort of tired.	1
6085	Give me a break. If you have something to say, stop making faces and say it.	1
6086	Tell me what you want.	1
6087	Let me know if you are in need of anything.	1
6088	Don't hesitate to tell me if you need anything.	1
6089	Lend me some books to read.	1
6090	I want something to read.	1
6091	Give me something to eat.	1
6092	I want something to eat.	1
6093	Bring me something to eat.	1
6094	Give me something to write with.	1
6095	Give me something to write on.	1
6096	Give me something to do.	1
6097	Do you have a plan?	1
6098	I wonder what happened.	1
6099	Give me an accurate report of what happened.	1
6100	Give me something to drink.	1
6101	I want something to drink.	1
6102	Give me a ring if you find out anything.	1
6103	Show me some others.	1
6104	Lend me something with which to cut the string.	1
6105	Be sure to get in touch with me, if there is anything I can do for you.	1
6106	I smell something burning.	1
6107	Lend me something interesting to read.	1
6108	Go and see for yourself what has happened.	1
6109	Press the red button if something strange happens.	1
6110	Translate the underlined part.	1
6111	Correct the underlined words.	1
6112	Translate the underlined sentences.	1
6113	Take care not to make a foolish move.	1
6114	See below.	1
6115	Sign at the bottom, please.	1
6116	Turn down the volume, please.	1
6117	I listen to music.	1
6118	Music is universal.	1
6119	I hear music.	1
6120	Don't make any noise or you'll scare the birds away.	1
6121	Don't make a noise.	1
6122	Don't put me in the same class with them.	1
6123	I'm a free man.	1
6124	I'm a hero.	1
6125	Don't play hard to get with me.	1
6126	Don't worry about me.	1
6127	Don't put it on my desk.	1
6128	Leave me alone!	1
6129	I love that chair.	1
6130	It's my CD.	1
6131	Let me handle this.	1
6132	Keep away from me.	1
6133	It suits me.	1
6134	I feel something.	1
6135	Lie down and rest for a while.	1
6136	Lie down and make yourself comfortable.	1
6137	Push the button, please.	1
6138	Push the door open.	1
6139	Delete his name from the list of the applicants.	1
6140	Don't wash your dirty linen in public.	1
6141	Pass me the salt, please.	1
6142	Pass me the salt and pepper, please.	1
6143	Put down your pencil.	1
6144	Put down your pencil and listen to me.	1
6145	Write with a pen, not with a pencil.	1
6146	Go ahead and talk.	1
6147	Don't hold back.	1
6148	Don't hesitate to ask for advice.	1
6149	Stop beating around the bush and get to the point.	1
6150	Stop beating around the bush and tell me what happened.	1
6151	Don't say such a thing.	1
6152	Monkeys climb trees.	1
6153	Don't be a copycat.	1
6154	Keep your cigarettes dry.	1
6155	Don't forget to extinguish your cigarette.	1
6156	Turn the flame down low.	1
6157	Sail along the coast.	1
6158	Draw a circle.	1
6159	Allow an hour to get to the station.	1
6160	There is a taxi stand near the station.	1
6161	Pay more attention to intonation when you speak English.	1
6162	Don't be afraid to make mistakes when speaking English.	1
6163	Don't translate English into Japanese word for word.	1
6164	English is difficult to learn.	1
6165	English is not my native language.	1
6166	Try to speak English as often as possible if you want to improve your English.	1
6167	Answer in English.	1
6168	Say it in English.	1
6169	Try to improve your English.	1
6170	Do you like movies?	1
6171	Say it to his face, not behind his back.	1
6172	Don't speak to him while he is driving.	1
6173	Fasten your seat belts while you are driving.	1
6174	Don't speak to the driver while he is driving.	1
6175	Bring as many boxes as you can carry.	1
6176	It's a rainy day.	1
6177	Stay out of the rain.	1
6178	It looks like rain.	1
6179	Take your umbrella with you in case it rains.	1
6180	Don't forget to take an umbrella in case it rains.	1
6181	Don't forget to bring your umbrella in case it rains.	1
6182	Take an umbrella with you in case it rains.	1
6183	Remember to take your umbrella, in case it rains.	1
6184	Take an umbrella with you in case it begins to rain.	1
6185	Avoid crossing this street when it is raining.	1
6186	Wait till the rain stops.	1
6187	Don't bite on the right side.	1
6188	Turn to the right, and you'll find my office.	1
6189	Raise your right hand.	1
6190	Turn to the right.	1
6191	Lie on your right side.	1
6192	Take the road on the right.	1
6193	Roll up your right sleeve.	1
6194	Turn to the right, and you'll find the hotel.	1
6195	Don't hold back anything.	1
6196	Help yourself to a drink.	1
6197	Give me a hoist.	1
6198	Lightning precedes thunder.	1
6199	Lightning is usually followed by thunder.	1
6200	The first step is as good as half over.	1
6201	It's always cheaper in the end to buy the best.	1
6202	Give me a shot.	1
6203	Let me buy you a drink.	1
6204	Take this medicine three times a day.	1
6205	Don't try to do two things at a time.	1
6206	Do one thing at a time.	1
6207	Try to do one thing at a time.	1
6208	Work hard, or you'll have to take the same course again next year.	1
6209	Study hard, and you'll succeed.	1
6210	Study hard, or you'll fail the exam.	1
6211	Leave me alone.	1
6212	Let me go alone.	1
6213	Take me with you.	1
6214	Put it on one bill, please.	1
6215	Write on every other line.	1
6216	Send for the doctor.	1
6217	Go and see the doctor.	1
6218	Don't be afraid of seeing the doctor.	1
6219	My stomach hurts.	1
6220	She is unconscious.	1
6221	Is that all?	1
6222	Come home before it gets dark.	1
6223	Come home before dark.	1
6224	Don't let her go out after dark.	1
6225	Don't go out after it gets dark.	1
6226	Don't go out after dark.	1
6227	Don't walk alone after dark.	1
6228	Don't read books in a dark place.	1
6229	Have a safe trip.	1
6230	Stay quiet and rest.	1
6231	I feel relieved.	1
6232	Set your mind at ease.	1
6233	Send it to me as a compressed file.	1
6234	Try to avoid bad company.	1
6235	Give credit where credit is due.	1
6236	It is a white lie.	1
6237	Punish the wicked and save the weak.	1
6238	Don't keep bad company.	1
6239	Is there a problem?	1
6240	Don't be a bad boy.	1
6241	Don't mention our plan to anybody.	1
6242	Three hours is too short for us to discuss that matter.	1
6243	Give me liberty or give me death.	1
6244	I'm tired now.	1
6245	I swim once a week.	1
6246	I am a bachelor.	1
6247	I am at home.	1
6248	Pass me the wine, please.	1
6249	"Don't enter the room until I say ""All right."""	1
6250	Don't bother to call on him.	1
6251	Don't bother to call me.	1
6252	Don't bother to pick me up at the hotel.	1
6253	Don't bother to come to my house.	1
6254	Don't ask me why.	1
6255	Don't hesitate to ask questions if you don't understand.	1
6256	Don't be unreasonable.	1
6257	Raise your hand if you understand it.	1
6258	London is the capital of England.	1
6259	Be sure to drop us a line as soon as you get to London.	1
6260	Rome is in Italy.	1
6261	Fasten the rope to the tree.	1
6262	Let go of the rope.	1
6263	Don't let go of the rope.	1
6264	Pull the rope tight.	1
6265	Take hold of the rope.	1
6266	Take hold of the rope, and I'll pull you up.	1
6267	Hold the rope.	1
6268	Hold on to the rope.	1
6269	Stand back from the rope.	1
6270	Be sure to look over your paper again before you hand it in.	1
6271	Press down on the lever.	1
6272	Fill it with regular, please.	1
6273	Lucy is from America.	1
6274	Linda loves chocolate.	1
6275	Do you like apples?	1
6276	The apples are ripe.	1
6277	Turn off the radio, please.	1
6278	Turn on the radio.	1
6279	Turn the radio up a little.	1
6280	Turn up the radio. I can't hear it.	1
6281	Turn down the radio.	1
6282	Turn the radio down.	1
6283	Hold the racket tight.	1
6284	Do you have a lighter?	1
6285	Put on your good shoes.	1
6286	Cut it out!	1
6287	Mind your own business.	1
6288	Barking dogs seldom bite.	1
6289	Work hard, or you will fail.	1
6290	Listen carefully.	1
6291	I often see him.	1
6292	Shake before using.	1
6293	Give me another couple of days to think it over.	1
6294	Don't make me laugh.	1
6295	Come along with us if you like.	1
6296	Go early in order to get a good seat.	1
6297	Have a nice day.	1
6298	Lilies smell sweet.	1
6299	Look at the baby sleeping in the cradle.	1
6300	Look at the cute little baby sleeping in the cradle.	1
6301	Walk slowly.	1
6302	Walk slowly, and I will catch up with you.	1
6303	Take your time.	1
6304	Take your time. We have all afternoon to shop.	1
6305	Work slowly.	1
6306	Work slowly, and you won't make mistakes.	1
6307	Drive slowly.	1
6308	Drive slowly. You might have an accident.	1
6309	Speak slowly and clearly.	1
6310	What is a UFO?	1
6311	Do your best in anything you do.	1
6312	Show me how to do it, please.	1
6313	Don't overdo it.	1
6314	Stop that, or I'll fix your wagon.	1
6315	Stop it. You're being ridiculous.	1
6316	Let sleeping dogs lie.	1
6317	Pick a job that you enjoy and working will seem easy.	1
6318	Don't be a busybody.	1
6319	Measure the length of the stick with a ruler.	1
6320	Try to see things as they really are.	1
6321	Put it back where you found it.	1
6322	Drive more carefully, or you will have an accident.	1
6323	Speak more slowly.	1
6324	Walk faster, or you'll miss the train.	1
6325	Eat more fresh vegetables.	1
6326	Eat more, or you won't gain strength.	1
6327	Show me a better one.	1
6328	I want more detailed information.	1
6329	Be more flexible.	1
6330	Come closer to me.	1
6331	Try to be a more rational consumer.	1
6332	Come closer and have a good look at this picture.	1
6333	Just take it easy.	1
6334	Show me a cheaper one, please.	1
6335	Walk more slowly.	1
6336	Drive more slowly, or you'll get a ticket.	1
6337	Help yourself to more potato chips.	1
6338	I want a lot more.	1
6339	Help yourself to more cookies.	1
6340	Come if possible.	1
6341	Refer to the Users' Guide if you have any problems.	1
6342	Correct me if I am wrong.	1
6343	We don't have any more bread.	1
6344	I'm so full.	1
6345	I feel my age.	1
6346	Never be this late again.	1
6347	It's time to go to bed.	1
6348	Take things a little more seriously.	1
6349	Move forward one step.	1
6350	Give me a little more water.	1
6351	Put in a little more sugar.	1
6352	Turn the radio down a little.	1
6353	Put some more wood on the fire.	1
6354	Add a little more pepper.	1
6355	Time is up.	1
6356	Give me another cup of tea.	1
6357	Have patience for another day or two.	1
6358	Stick to it!	1
6359	Explain it once more, Jerry.	1
6360	Read it once more, please.	1
6361	Give me a second chance.	1
6362	Give me another chance.	1
6363	Read it once more.	1
6364	Try it once again.	1
6365	Do it again!	1
6366	Try on another one.	1
6367	That's too much.	1
6368	It is almost three.	1
6369	Let me go over the accounts again.	1
6370	Walk three more blocks and you will find the museum on your left.	1
6371	Have another cup.	1
6372	Try again.	1
6373	I'm tired of it.	1
6374	They are melons.	1
6375	Mary is interested in politics.	1
6376	Mary and Jane are cousins.	1
6377	Let me see a menu.	1
6378	Read the message once more.	1
6379	They speak Spanish in Mexico.	1
6380	Read the meter.	1
6381	Go and wake up Mary.	1
6382	Mary is a bookworm.	1
6383	Mary looks like her mother.	1
6384	Mary is tall.	1
6385	Mary understands Chinese.	1
6386	Mary likes milk very much.	1
6387	Mary is a very pretty girl.	1
6388	Everybody puts me down.	1
6389	Nobody likes it.	1
6390	Read after me all together.	1
6391	Everyone loves Mac.	1
6392	Sit at the table.	1
6393	Everyone thinks so.	1
6394	Everyone thinks the same thing.	1
6395	Everyone always asks me that.	1
6396	Drink up your milk.	1
6397	Get me a glass of milk.	1
6398	Bees make honey.	1
6399	Look out for bees.	1
6400	Never be afraid of making mistakes.	1
6401	Stop beating around the bush.	1
6402	Mayuko appears wise.	1
6403	Allow me to introduce Mayuko to you.	1
6404	Wipe your shoes on the mat.	1
6405	I agree completely.	1
6406	It's really horrible.	1
6407	Look straight ahead.	1
6408	Look forward, please.	1
6409	See you next week!	1
6410	I don't know yet.	1
6411	Don't hang up yet, please.	1
6412	Sit down again, Miss Curtis.	1
6413	I'm still on duty.	1
6414	Drop me a line.	1
6415	You're still green.	1
6416	Do come again.	1
6417	I'm not ready yet.	1
6418	Tend to your own affairs first.	1
6419	That's about it.	1
6420	Don't take it seriously.	1
6421	A friend in need is a friend indeed.	1
6422	Save for a rainy day.	1
6423	Keep something for a rainy day.	1
6424	Mike sings well.	1
6425	Mike takes after his father in everything.	1
6426	Thanks, Mike. I don't like chicken.	1
6427	That's fairly reasonable.	1
6428	Hurry up, Martin. We're already late!	1
6429	Just put yourself in my shoes.	1
6430	Sit down and take it easy for a while.	1
6431	I sort of like him.	1
6432	I'm kind of happy.	1
6433	Boil the milk bottles.	1
6434	Give me just a little.	1
6435	Open the hood.	1
6436	Here comes the bus!	1
6437	There she comes.	1
6438	Look, your shoelaces have come undone.	1
6439	Here is my bicycle.	1
6440	Look, here comes your train.	1
6441	There is your bag.	1
6442	Look! There's a cat in the kitchen.	1
6443	Look! There's a bird in that tree.	1
6444	Is Bob right?	1
6445	Bob is my friend.	1
6446	Go easy on Bob. You know, he's been going though a rough period recently.	1
6447	Take a taxi to the hotel.	1
6448	Make sure you have reserved a room at the hotel.	1
6449	Make certain where the emergency exit is before you go to bed at a hotel.	1
6450	Pour melted butter over the popcorn.	1
6451	Don't touch that button!	1
6452	Put me through to the boss, please.	1
6453	Take as many cookies as you want.	1
6454	Look out for pickpockets.	1
6455	Show me what you have in your pocket.	1
6456	Don't keep me waiting here like this.	1
6457	I'm Tom Hunter.	1
6458	I want some money.	1
6459	I like tennis very much.	1
6460	Don't avoid my question.	1
6461	Leave my camera alone.	1
6462	What I mean is this.	1
6463	It's balmy today.	1
6464	Throw the ball back to me.	1
6465	Chuck me the ball.	1
6466	Fill out the form in ballpoint.	1
6467	Write with a ballpoint pen.	1
6468	I feel homesick.	1
6469	Don't forget to tip the porter for carrying your luggage.	1
6470	Pass me the pen.	1
6471	Henry wants to see you.	1
6472	Sit down on the bench.	1
6473	Press the bell twice.	1
6474	Tell those people to back off so that the helicopter can land.	1
6475	I'm on the balcony.	1
6476	Some snakes are poisonous.	1
6477	Make your bed.	1
6478	Get out of bed!	1
6479	Do your best.	1
6480	Do your best and don't worry.	1
6481	Peter loves Jane.	1
6482	Look at the picture at the top of the page.	1
6483	Read the bottom of the page.	1
6484	Press the brake pedal to turn on your brake lights.	1
6485	Come and join us.	1
6486	Call us toll-free at 1-800-446-2581.	1
6487	France borders Italy.	1
6488	Plastic does not burn easily.	1
6489	Plastic does not break easily.	1
6490	Put the meat in the frying pan after the oil has spread.	1
6491	Give me a bottle of wine.	1
6492	Don't give up the fight.	1
6493	Bill lives near the sea.	1
6494	Billy is good at sports.	1
6495	Pull the string and the water flushes.	1
6496	Don't count your chickens.	1
6497	Cover your head when you are in the sun.	1
6498	Don't be a wallflower.	1
6499	I have an idea.	1
6500	It hurts terribly.	1
6501	Try on this new suit to see if it fits well.	1
6502	She has convulsions.	1
6503	It's brand new.	1
6504	I'm off beer.	1
6505	Peter looks very young.	1
6506	I have a flat tire.	1
6507	I need some hangers.	1
6508	Harry is only 40.	1
6509	Roses smell sweet.	1
6510	Hang onto Daddy!	1
6511	Give me a ride on your shoulders, Daddy.	1
6512	Keep an eye on the bags.	1
6513	Quit talking like you've got something stuck in your mouth and say what you mean.	1
6514	Give it to me straight.	1
6515	Get to the point!	1
6516	Speak up!	1
6517	Give me a definite answer.	1
6518	Pass me the butter, please.	1
6519	The bus stop is close by.	1
6520	Show me the way to the bus stop.	1
6521	I have my passport.	1
6522	Show me your passport, please.	1
6523	Don't miss the bus.	1
6524	Take a bus.	1
6525	It is interesting to play basketball.	1
6526	Basketball is a lot of fun.	1
6527	Don't get off the bus till it stops.	1
6528	Get into your pajamas.	1
6529	Place the ladder against the wall.	1
6530	Get me the scissors, please.	1
6531	Fill the bucket with water.	1
6532	Empty the water out of the bucket.	1
6533	Bring me a bucket of water.	1
6534	Stop your nonsense!	1
6535	Don't be a fool.	1
6536	Don't talk nonsense!	1
6537	Don't risk your neck over something foolish.	1
6538	Don't be absurd.	1
6539	Put this stamp on the postcard and drop it in the mailbox.	1
6540	Cut the pie into slices.	1
6541	Shut the door behind you.	1
6542	Close the door after you.	1
6543	Here are your keys.	1
6544	The party is over.	1
6545	Blow out all the candles on the birthday cake at once.	1
6546	Turn the knob and open the door.	1
6547	Don't commit yourself.	1
6548	Don't come into my room without knocking.	1
